id,user,path,rating
2626,2,254,0.818346042
3576,2,259,1.624371111
3924,2,278,2.282341365
980,2,280,1.106053995
2663,2,292,4.745537945
2858,2,294,0.94939635
480,2,296,4.330140754
2890,2,297,2.732510787
2725,2,311,4.397733576
1545,2,313,2.244294713
1758,2,313,2.75658969
4292,2,315,4.143458384
4836,2,315,1.164680703
3040,2,316,0.779531676
1420,2,319,3.927362422
3262,2,321,2.052007265
852,2,326,4.332060943
1831,2,327,0.109826107
4556,2,335,0.616387953
232,2,338,1.971421728
2294,2,338,1.903895839
1207,2,354,0.401041041
4850,2,356,0.540477916
2699,2,360,2.366300599
3335,2,361,3.009370252
582,2,370,3.473750813
2865,2,373,4.456602166
4020,2,379,0.953007762
1380,2,382,2.42448191
2028,2,382,3.774701689
163,2,387,4.515843859
3352,2,388,4.40284115
4728,2,388,2.901511943
1621,2,389,2.03046204
4927,2,396,3.750218541
2540,2,400,0.269392612
478,2,406,1.837938634
4221,2,410,2.101616339
4399,2,410,2.848893886
3556,2,415,4.474274096
4290,2,417,1.482221202
2125,2,418,0.482128136
1484,2,421,1.394195956
2612,2,428,0.277799865
846,2,430,0.476645563
2408,2,431,4.238372943
2490,2,436,1.830069295
2974,3,6,0.263936459
3927,3,15,4.413419327
3636,3,18,1.267162461
3797,3,20,4.857686767
4401,3,21,2.572320106
929,3,27,1.083165587
4675,3,31,3.802190827
2996,3,37,0.107310431
3947,3,38,3.35943085
937,3,40,4.013093135
2643,3,47,2.854105452
834,3,54,0.82305464
507,3,60,0.278431327
633,3,61,3.502911487
4099,3,61,1.984570417
3886,3,66,1.271985477
3704,3,79,4.576746094
680,3,80,0.167785719
4275,3,87,2.274794297
2556,3,90,0.640151443
2568,3,91,0.197845957
3244,3,93,2.973621322
4840,3,94,2.83552786
4600,3,96,1.994622114
2033,3,100,2.68150834
2758,3,109,1.286352133
1853,3,123,2.00087765
587,3,126,1.922757029
4615,3,128,4.678074835
3542,3,129,4.421830519
1462,3,131,2.651062271
1414,3,134,1.924730984
4366,3,136,0.247459599
645,3,142,2.373731204
784,3,144,3.158635348
362,3,149,2.325986092
3566,3,152,2.735232185
4586,3,161,3.552312337
1694,3,163,3.393828315
2107,3,163,2.105453109
4412,3,169,3.351784022
4574,3,171,4.197095472
1447,3,173,1.772759661
2981,3,188,3.883143467
278,3,189,2.700471117
3507,3,202,3.005563326
1464,3,208,4.847494936
630,3,216,2.128422527
1201,3,216,4.119209371
1244,3,225,4.754063197
1089,3,226,4.449926028
1733,3,230,2.85869634
983,3,232,3.917026258
1623,3,239,1.192948334
2484,3,239,0.347111216
1181,3,243,0.215921429
568,3,255,4.75273605
45,3,256,4.010912037
2798,3,258,2.122150991
2118,3,260,0.406414489
1131,3,261,3.257756675
3155,3,265,0.493908101
1782,3,270,4.569168695
2386,3,274,2.375716796
4045,3,274,3.007294554
326,3,285,1.554909716
2037,3,287,2.70495957
4940,3,289,0.655698902
3870,3,298,4.126474547
1760,3,301,2.123515613
3845,3,302,0.126246363
4391,3,308,2.422629898
3829,3,313,3.991498021
4942,3,319,3.843767121
227,3,324,2.796500947
173,3,327,1.507108754
858,3,332,3.81133176
4686,3,337,4.690944925
1521,3,338,2.353558029
3899,3,338,2.771470521
3323,3,339,1.787220573
3984,3,345,2.173094503
1017,3,358,4.115712998
4469,3,358,2.328402823
1949,3,363,1.4995138
1322,3,375,4.187398891
801,3,378,1.444438187
2422,3,385,4.318241824
3265,3,385,0.140317494
2574,3,392,2.577365262
1041,3,396,3.389727957
1083,3,400,4.916468393
26,3,401,4.443690916
918,3,403,3.910220897
632,3,410,0.732450102
1198,3,412,0.257741168
2768,3,415,1.654653876
1154,3,423,2.739053561
3621,3,432,2.557813456
3110,3,433,1.425197786
142,4,3,1.48233374
622,4,4,4.899022407
4821,4,7,3.104815943
614,4,9,4.607402076
3360,4,10,3.088321089
4652,4,15,2.66452177
2721,4,18,2.132165334
4812,4,18,1.570414216
1243,4,23,1.847560745
4402,4,23,1.221348222
4440,4,24,0.234172976
4660,4,32,4.234258403
3264,4,33,0.980490532
4632,4,35,4.854423784
4024,4,37,4.111823224
4585,4,40,2.697408548
4957,4,43,1.338550359
1215,4,57,1.573010079
1024,4,60,1.548079052
2099,4,60,4.210388024
4309,4,65,2.768045405
400,4,67,0.264302398
3907,4,70,3.999888973
3571,4,75,1.604778909
2571,4,77,0.850728662
2778,4,79,2.159893939
1808,4,83,3.331046845
2286,4,112,2.970931423
1158,4,126,3.137152571
2306,4,139,3.334016582
1669,4,140,1.794250058
3686,4,144,3.360169457
1265,4,145,4.539832241
3552,4,164,1.887154023
4433,4,164,0.214283311
3661,4,165,0.340725783
1591,4,167,0.451401244
1172,4,173,1.160012436
2594,4,176,0.928139019
899,4,181,3.971651613
338,4,194,3.588747463
464,4,197,3.989996551
2980,4,197,4.421405924
1515,4,198,1.258468192
2639,4,201,1.048299199
3521,4,211,4.871994101
4301,4,211,4.552462238
842,4,216,4.463414436
560,4,218,1.008992415
248,4,219,3.176064937
2121,4,221,1.133831945
141,4,223,3.640667767
433,4,234,0.698004855
2126,4,234,3.52785242
3395,4,237,2.829866315
2623,4,239,2.186220282
4389,4,247,3.62130088
2403,4,254,1.228580513
1317,4,255,4.806781286
1316,4,257,3.736676548
4475,4,259,2.738742274
4890,4,259,3.934373497
988,4,261,2.686970587
1130,4,268,3.711913094
56,4,270,1.477919872
2482,4,270,3.098327065
77,4,272,0.739371532
3309,4,274,3.278486945
2453,4,286,1.772793149
36,4,288,4.226990967
393,4,289,4.905922094
2149,4,311,3.058108309
1720,4,322,0.138596882
207,4,326,1.615125185
4730,4,326,3.208054071
2831,4,337,3.754280882
901,4,340,1.722402066
3795,4,341,3.277203046
168,4,350,2.893347337
3375,4,354,2.439904161
423,4,358,3.074518064
628,4,360,1.433195269
3316,4,366,2.372950008
60,4,369,3.029950218
1226,4,373,2.109664861
462,4,374,2.903320544
2416,4,378,3.803737499
4308,4,378,0.618554604
701,4,382,0.18932464
2931,4,390,4.016501406
3582,4,390,0.547615725
767,4,391,0.956897314
1406,4,391,2.136342203
2370,4,392,4.776951737
2652,4,405,4.747726674
2884,4,406,0.139595565
3540,4,412,1.330761613
2833,4,415,0.234427781
558,4,417,1.760705786
3698,4,423,0.124354908
4767,4,424,1.010876825
3081,4,435,4.376799138
2083,5,5,1.805102107
4145,5,5,3.721481463
4657,5,6,2.40065433
2787,5,8,1.863694807
604,5,10,0.130695152
3537,5,14,0.271319021
3529,5,15,1.225150832
3268,5,16,2.018859031
2054,5,20,3.442568144
928,5,22,4.520756139
2740,5,24,1.536460487
3659,5,24,3.730464352
4124,5,26,1.900721551
1043,5,30,1.712855314
1177,5,32,1.518566069
52,5,45,1.755060575
109,5,46,1.840702031
729,5,46,2.423180001
3072,5,48,0.432698861
3308,5,48,3.456478053
1914,5,53,2.815240767
1893,5,68,1.454596067
1927,5,75,0.398316126
4041,5,76,4.675937693
135,5,84,2.101288603
3615,5,89,2.030334413
4038,5,91,3.164298723
2548,5,95,0.679811226
1557,5,96,2.925056761
4403,5,100,2.004951408
2766,5,106,2.809236657
1588,5,109,3.223713188
3968,5,109,1.297562645
4225,5,117,0.282708449
3524,5,118,2.147412611
4831,5,122,4.757430492
1211,5,125,0.303373486
3377,5,131,0.16705544
2987,5,132,3.695333556
1682,5,135,2.907573768
2227,5,149,1.135041401
4209,5,152,0.757868124
4437,5,162,2.478059328
223,5,163,4.48752272
2068,5,163,2.786394174
3594,5,165,1.716338324
1416,5,167,1.807923644
4067,5,177,0.894892548
4125,5,181,3.312295142
3004,5,183,4.619938164
70,5,188,4.874478572
689,5,192,2.525492321
4217,5,194,0.932801699
392,5,197,2.938845095
4446,5,197,2.203400768
4358,5,199,2.448477418
517,5,203,0.931356009
2223,5,214,1.674631374
2963,5,218,1.919596454
3690,5,226,3.259119601
3753,5,236,3.857166892
648,5,237,4.38811598
2600,5,239,2.423945259
4945,5,244,3.27887028
1863,5,275,1.448413778
862,5,276,4.791883825
3486,5,279,0.425131542
1369,5,280,1.668437083
4617,5,285,2.390810178
1573,5,287,4.606303725
4762,5,291,4.306835345
2738,5,305,3.404280185
3433,5,308,4.10171524
1102,5,310,2.720120642
1388,5,310,2.343276048
2602,5,312,2.738589912
367,5,313,4.287473924
3670,5,313,4.846434506
352,5,314,1.110758445
2019,5,319,4.157752977
878,5,320,3.313642299
1323,5,327,4.293333659
4898,5,327,0.712917494
1902,5,331,4.189593948
678,5,333,0.118709342
4451,5,338,1.899549646
4520,5,341,0.298038883
2923,5,350,2.184546768
3165,5,352,3.229979529
3657,5,353,1.101256927
4768,5,356,1.085980477
3696,5,358,3.480321663
2074,5,366,0.332987066
3245,5,373,1.971583646
4260,5,391,0.824909518
771,5,405,4.081882883
3481,5,407,0.926083907
2702,5,410,2.298803398
53,5,423,1.3715893
2966,5,427,2.158030489
1551,5,431,2.302673087
291,6,3,3.715783298
4078,6,4,0.580857916
243,6,5,0.27595569
4504,6,6,0.390678753
768,6,9,0.229015086
1011,6,18,3.782312072
3061,6,26,0.582709083
590,6,55,2.629138388
3364,6,66,1.200423657
3707,6,68,1.33504587
1947,6,70,1.436812485
3394,6,75,3.048602578
1340,6,83,0.777030809
575,6,84,3.324924245
205,6,88,1.666668464
1904,6,90,4.588508466
1373,6,91,1.654688171
934,6,100,1.798801297
4778,6,101,3.500045998
391,6,104,0.944705757
4828,6,112,0.220120122
4864,6,115,3.64991291
4245,6,134,0.925163032
1539,6,139,4.671850488
3562,6,145,0.432280489
779,6,152,3.982513054
2506,6,153,1.988126512
1009,6,154,1.833976397
3925,6,154,3.324889604
2828,6,158,4.718002297
2880,6,166,1.559857205
3098,6,167,3.8380244
3819,6,167,1.423151476
4638,6,168,1.947307563
2504,6,171,2.822079818
389,6,172,4.592921061
552,6,179,3.13555376
4184,6,181,2.573441939
2174,6,184,0.333658425
4247,6,187,1.649861185
3648,6,191,1.038212816
1664,6,193,4.308592932
2681,6,200,0.734382379
3655,6,201,0.583249765
3069,6,208,4.127641011
816,6,211,3.82784903
4102,6,214,3.638846421
2401,6,220,3.259283437
1516,6,229,3.231795603
4541,6,229,2.963526146
1581,6,230,1.987846961
3619,6,231,0.273259988
2552,6,234,4.765718169
3313,6,234,3.438018066
3406,6,237,1.636099232
1029,6,241,1.383974968
4715,6,243,3.368412714
39,6,244,1.622998808
4722,6,247,3.578108221
4150,6,251,2.910475668
958,6,253,2.313365139
4119,6,255,0.816533029
3645,6,270,0.644330793
4056,6,274,0.532514314
1939,6,283,3.962531722
11,6,284,3.69796352
4473,6,285,1.374664304
2964,6,291,4.580945521
1578,6,292,1.178541097
3546,6,292,1.687357304
2815,6,293,1.444451495
4478,6,296,4.090669933
2807,6,299,2.42839082
758,6,302,0.68242815
3321,6,311,1.167679777
1652,6,319,2.530921827
3692,6,320,2.723108892
1754,6,322,4.815761163
1394,6,333,1.782958475
2638,6,333,4.008046264
4843,6,335,0.236002431
1624,6,336,2.801881599
1856,6,345,0.866155727
982,6,353,4.763820424
3985,6,353,4.674311332
4897,6,357,0.572011498
755,6,361,3.447957416
3897,6,367,4.247291922
1541,6,368,4.493891288
2238,6,368,3.845331439
751,6,377,3.936646194
4845,6,381,1.82855018
2491,6,383,4.389522506
4889,6,392,4.399038591
217,6,403,3.866146556
360,6,412,1.316264594
1295,6,428,1.517355101
1765,7,7,2.500011813
3923,7,7,3.602391514
781,7,8,0.351964029
2844,7,10,2.270201563
726,7,24,2.873629139
2897,7,30,2.750409511
3216,7,31,2.882664989
138,7,36,0.244107771
3140,7,40,1.51314319
3965,7,51,4.033801629
1534,7,54,3.397093531
3531,7,57,1.951517856
2197,7,59,1.345977578
3938,7,61,2.616588743
706,7,69,1.464646418
4068,7,70,2.853397096
4195,7,72,3.802493481
4765,7,76,2.529875668
382,7,82,1.59926238
1816,7,87,0.974030116
3285,7,88,0.849709085
2793,7,97,4.36971063
2116,7,105,4.921126826
1430,7,107,3.790845514
849,7,112,4.465060803
4208,7,118,3.594860814
1978,7,122,1.273662585
1125,7,127,2.6378409
1931,7,138,1.281744333
1686,7,140,0.561982263
134,7,143,2.069000833
4461,7,144,3.815005599
951,7,157,2.190776526
1379,7,157,2.99629064
4143,7,158,2.66969875
3108,7,160,1.41250919
1309,7,165,1.131229199
3591,7,178,1.049291401
4398,7,186,3.362931893
863,7,187,1.136762277
940,7,188,3.918357479
875,7,190,1.241653548
4679,7,193,1.338313441
1128,7,199,3.457563053
873,7,209,0.758116997
1174,7,217,1.207177434
1840,7,227,2.521201203
4094,7,232,2.734208109
4426,7,245,4.507760821
506,7,246,3.813672607
2648,7,250,4.153496669
4552,7,251,2.057678267
3850,7,256,2.936230396
3479,7,258,0.955203358
3935,7,258,0.626314651
688,7,259,4.511092097
2802,7,264,3.302903215
180,7,265,1.296208794
1629,7,269,0.338699118
82,7,276,4.438562723
1306,7,288,0.456128096
557,7,289,0.591271505
129,7,299,1.991343691
445,7,299,3.981507518
1773,7,300,2.082880856
1237,7,305,0.768017315
3554,7,307,4.607812021
1257,7,308,2.407829991
2533,7,310,0.288497
4627,7,311,3.6545837
2483,7,318,4.479055798
2215,7,320,2.506333172
2529,7,323,1.902022896
4482,7,327,2.272342846
1851,7,329,4.932230192
3205,7,342,3.56147596
926,7,352,0.752432395
1061,7,354,3.580398624
3910,7,361,0.154134919
841,7,368,4.126487885
2993,7,374,2.470256435
4880,7,375,3.990929538
498,7,380,0.726897197
2605,7,382,1.562215279
4941,7,386,2.512925174
885,7,396,0.104297796
1120,7,404,1.729330037
3195,7,407,1.287479919
2913,7,418,3.895329723
4212,7,418,3.929966731
4858,7,423,4.856286803
2650,7,426,2.379916883
595,7,428,1.155368364
4383,7,429,4.791611855
1813,7,434,0.581377329
3450,7,434,1.82506033
3902,7,436,1.986300822
1891,8,2,2.237885606
1214,8,4,0.764649509
3044,8,8,4.224764658
4992,8,8,3.9404818
4300,8,10,3.328217816
4928,8,15,3.600781336
2633,8,26,3.075986715
1502,8,27,2.741030382
3604,8,27,2.724423341
3955,8,40,4.038143537
2217,8,46,2.479074088
4088,8,54,3.030586527
3066,8,55,3.883542078
2537,8,58,1.219954544
233,8,59,2.150536058
2426,8,59,2.435474197
4964,8,59,0.901045883
4075,8,62,0.549026018
4022,8,70,3.507804196
409,8,71,3.079372159
4219,8,74,0.350167531
1007,8,75,1.507783243
1421,8,76,4.391034654
101,8,77,2.642690803
3585,8,78,0.635350641
3267,8,85,2.818039378
2448,8,91,3.917858556
1560,8,97,3.418764193
2567,8,101,3.984967037
1544,8,104,0.727160614
2261,8,106,3.184540505
2792,8,108,1.455952248
4062,8,113,0.962857366
4196,8,113,0.298280699
110,8,150,0.821157266
4003,8,150,0.776880836
1433,8,156,1.801029543
1950,8,159,4.26196739
2178,8,175,4.077107759
4328,8,177,3.89746781
463,8,181,1.527633946
925,8,183,1.14762076
4422,8,193,0.115256074
1460,8,194,0.582842751
3080,8,194,3.641426396
788,8,197,1.471045527
737,8,214,0.927407904
3452,8,223,0.922843702
1140,8,226,1.802889134
465,8,234,2.872441496
2405,8,240,2.982305575
3629,8,241,2.520286437
551,8,242,2.150238999
2265,8,253,4.182243687
488,8,268,3.106721373
3498,8,276,3.637014789
1691,8,279,1.213377627
1488,8,292,3.731791656
2014,8,292,3.48828811
1730,8,294,0.341194899
4172,8,294,4.496664501
818,8,303,0.751164428
72,8,314,1.083181186
2443,8,315,0.347481113
2934,8,316,1.829744012
359,8,319,1.653603978
759,8,321,2.455282976
673,8,323,3.259037219
1789,8,331,2.637833242
793,8,335,3.508853848
4359,8,335,1.591034072
2444,8,340,1.284475122
2618,8,344,1.650399759
2300,8,348,1.914826996
4820,8,349,2.047931805
995,8,356,3.942375292
1453,8,363,4.434621434
2999,8,364,4.424155749
895,8,369,0.721633461
3369,8,375,0.923266868
4852,8,379,2.315230258
1495,8,384,1.215698146
132,8,390,1.15979742
2476,8,392,4.921639921
4114,8,392,3.465781592
4631,8,392,0.849471487
3087,8,401,0.771413466
4006,8,402,2.717085875
3530,8,410,2.719607021
543,8,415,4.627588122
1156,8,421,1.573829877
4862,8,431,4.99011371
1814,8,432,0.913804761
2094,8,434,0.312903926
1461,9,1,0.244802508
2090,9,1,0.994941553
1277,9,2,4.127202237
1596,9,7,1.017183039
1308,9,11,3.934949422
3710,9,11,3.329924847
2021,9,22,3.648883616
3715,9,24,0.913159962
1706,9,27,3.899761137
2750,9,37,4.554148388
4591,9,38,1.696127887
3014,9,45,1.930405485
1480,9,58,2.631850982
3749,9,76,0.678735257
2480,9,84,2.671683223
4571,9,90,4.333662551
2166,9,98,4.065620584
4565,9,98,4.029986309
4900,9,105,4.756458878
714,9,106,3.025355585
4374,9,112,3.400617779
1151,9,117,0.325590361
1031,9,125,3.764554293
2170,9,125,2.461945687
4108,9,128,0.323239199
2362,9,141,0.620319998
4416,9,146,3.451281379
1470,9,148,0.538760536
198,9,153,4.495882725
1928,9,169,2.378986659
3775,9,177,3.792912421
3810,9,188,2.809926413
3787,9,193,0.986403629
78,9,195,3.694478825
1459,9,195,2.825538125
4714,9,205,1.474986893
2795,9,206,1.513960994
48,9,208,1.364530076
2903,9,210,1.048166631
2115,9,221,4.146883332
1685,9,234,2.19565068
4240,9,234,3.593799706
2398,9,239,3.397755423
4566,9,250,0.854137901
4879,9,254,2.953095467
3442,9,255,1.598581236
3120,9,259,2.30550344
4593,9,260,4.904591479
2686,9,263,1.121839196
672,9,271,2.617295564
4203,9,272,1.447707973
2541,9,277,2.877305854
1338,9,279,2.401556883
2424,9,306,1.958639853
4872,9,306,2.279714836
1827,9,309,0.449463297
4089,9,312,0.347673737
3575,9,314,2.92219573
601,9,317,2.579129131
1721,9,322,3.908618757
2235,9,323,3.975826258
3434,9,324,3.489243318
1238,9,329,4.687767165
2885,9,344,1.937825195
25,9,351,4.240229358
4608,9,353,4.440456491
3793,9,358,1.004380839
3093,9,365,2.746045023
3305,9,367,2.671747303
2746,9,374,1.089014213
2123,9,379,0.722129044
2609,9,385,2.157795163
1508,9,390,3.78616911
327,9,392,4.626645755
4658,9,392,4.628489932
3844,9,396,4.854023701
880,9,397,2.639594459
2606,9,399,0.261487524
1514,9,407,2.745897378
373,9,408,3.360643017
2941,9,414,2.166080505
457,9,416,2.849979354
1865,9,417,2.33093235
1187,9,424,1.844223316
1073,9,431,4.008134498
202,9,435,1.917367199
3988,10,4,2.673402266
868,10,6,0.749013684
3274,10,7,2.479210268
4795,10,11,0.965208503
1351,10,13,1.383549891
3200,10,20,0.552564345
4185,10,28,4.911803255
696,10,33,0.32815208
3410,10,48,4.789243299
3879,10,50,1.890916147
4163,10,54,0.516594629
3199,10,55,0.465621109
1531,10,56,1.123441894
3163,10,56,3.881828645
2432,10,57,3.431200833
1001,10,58,1.419076395
311,10,61,2.237937487
583,10,61,2.400492684
3800,10,62,3.801584895
419,10,64,1.437916381
3235,10,64,0.330812926
351,10,65,4.57435129
1658,10,65,0.969228107
3118,10,69,1.40639232
3840,10,71,2.877002463
1600,10,72,2.371052236
1389,10,76,3.164075339
4375,10,77,3.638948221
3936,10,86,1.378171033
1959,10,91,4.803197166
3748,10,99,1.288126316
4331,10,103,0.196440498
416,10,133,4.976722137
2577,10,147,3.320362965
4548,10,147,2.300135199
2224,10,154,0.859768653
2519,10,154,1.891787361
2590,10,158,3.978806461
897,10,161,0.323700304
1837,10,162,3.360950619
3695,10,162,1.718188196
4001,10,166,3.825432002
3275,10,177,3.215024482
2855,10,185,2.9816389
978,10,189,0.464846911
4529,10,195,3.08165115
605,10,196,0.295599738
3565,10,198,1.691678931
2226,10,204,1.72175574
1454,10,206,2.184535202
3078,10,206,2.160455564
2396,10,212,4.004896623
742,10,214,4.96140069
4105,10,216,3.118277365
2228,10,221,4.372065954
4560,10,221,0.219589985
1793,10,225,1.102940829
438,10,227,2.366071903
2613,10,234,3.763990443
1423,10,236,4.225883081
441,10,239,2.650172794
4133,10,241,3.584722615
1522,10,243,1.144625992
3128,10,244,1.343725428
3867,10,244,4.97640381
4343,10,245,3.356601023
2933,10,246,3.160130515
2783,10,253,2.249687209
2811,10,254,4.573934385
921,10,262,2.361374069
374,10,276,1.58267294
3499,10,276,0.451791076
182,10,278,2.847535871
2743,10,278,3.329181958
1695,10,282,4.442605818
1255,10,288,0.32332194
3022,10,289,0.509241462
3842,10,290,3.513051666
183,10,292,2.166328135
2830,10,294,4.708897624
2728,10,297,0.865200914
608,10,299,2.791678992
1751,10,304,2.314799309
86,10,306,0.771749649
4004,10,311,2.778570151
161,10,320,3.858184138
802,10,320,2.395350714
4297,10,320,3.700208666
4952,10,325,2.08970717
450,10,326,0.168308498
782,10,326,3.120965934
2030,10,329,1.337990739
4677,10,336,1.642278968
2906,10,340,2.901342189
3036,10,346,3.763348764
4170,10,354,2.346781374
4183,10,362,3.90813254
2947,10,364,1.856161304
810,10,366,4.915204609
1984,10,374,3.878918152
1779,10,376,2.083512804
1778,10,381,0.718462205
4616,10,382,0.57251799
4408,10,384,1.718068818
3,10,387,0.134313244
2563,10,388,1.683042543
2842,10,395,2.670081715
1990,10,409,3.166120345
2790,10,409,3.326116673
2413,10,435,4.82721694
1673,10,436,0.510440651
4323,11,4,2.397005045
55,11,11,1.923735654
1986,11,13,2.187892952
2582,11,26,2.542021997
3596,11,33,4.396132188
2120,11,34,3.345463734
2875,11,38,4.277551962
4226,11,48,2.041650855
2027,11,54,3.910461812
2425,11,63,3.061818394
499,11,64,1.016624537
3876,11,65,1.766568643
1398,11,77,0.626318455
1736,11,80,1.858604535
2467,11,83,1.358723195
411,11,86,1.70528185
4673,11,92,3.031145449
2914,11,94,1.948303208
4503,11,115,3.315514483
664,11,120,2.329938967
4873,11,120,3.50696204
525,11,141,0.67637345
1713,11,142,2.025758603
1033,11,144,1.468939887
1828,11,145,2.297522886
3820,11,145,2.485128804
1271,11,148,0.756248189
2301,11,174,4.687867593
807,11,177,3.375726497
3366,11,182,1.778491272
1247,11,186,2.940496439
3125,11,192,3.955026738
3946,11,196,2.765425392
4860,11,199,1.375601385
1170,11,201,2.671958051
1790,11,206,0.109724423
4409,11,208,0.642003318
3054,11,216,3.001344979
2759,11,218,2.753244827
4630,11,218,1.339619795
1184,11,231,2.722748377
2457,11,231,4.971132475
1678,11,237,0.177238318
4731,11,237,3.288947077
1509,11,239,2.920186254
4235,11,263,3.659154807
231,11,264,2.193160298
3419,11,264,0.237591957
4808,11,270,0.85670469
23,11,271,3.112335514
649,11,272,2.141674789
3289,11,281,2.467860476
3623,11,288,3.235330572
2319,11,290,4.942493954
1606,11,294,1.887491576
4943,11,296,2.304292453
2240,11,308,1.892897837
3490,11,309,1.14690843
4977,11,318,1.986620156
224,11,331,1.923882291
1703,11,333,1.401557211
49,11,340,4.992214081
3057,11,341,4.433696276
4207,11,343,2.310363627
1935,11,348,3.089105709
1499,11,371,3.391512684
4396,11,371,0.519464024
1997,11,372,4.246504531
1739,11,379,2.76467402
4390,11,384,0.187747733
2035,11,391,4.361569069
3755,11,391,2.930456551
3249,11,392,4.823132893
3635,11,393,2.047672103
401,11,400,1.424414909
4507,11,401,3.268811085
1937,11,402,3.262201626
2204,11,402,1.447915128
204,11,413,1.871295818
4431,11,414,0.698779236
1670,11,419,3.259154476
3742,11,419,2.586305621
1052,11,426,4.583942152
1647,11,426,1.004892297
2735,11,432,3.262076207
1780,12,2,4.444373734
1616,12,3,1.584525747
4901,12,4,3.821525446
3496,12,7,3.020223477
4438,12,12,0.996831713
2927,12,16,1.917629962
4156,12,17,1.154090755
3257,12,21,4.887845216
2189,12,25,1.485041298
3653,12,25,2.200313932
914,12,36,2.61457658
1630,12,43,0.634438447
4107,12,46,1.822724648
