index,user,path,rating
517,23,266,1.5301607
518,28,420,0.6595882
519,18,255,1.5999315
520,28,245,4.737926
521,24,353,3.716669
522,19,214,2.9733758
523,18,373,4.270051
524,11,141,0.6763734
525,42,319,1.2672262
526,33,143,2.464932
527,29,342,4.303018
528,36,369,4.5166507
529,39,90,3.4087174
530,49,386,4.4430966
531,23,378,4.111373
532,16,46,2.2262268
533,50,350,2.4225023
534,47,352,2.4697385
535,17,140,0.9649096
536,43,297,0.46768427
537,24,96,0.6093067
538,37,119,2.5297246
539,45,310,1.5093983
540,43,357,4.2734876
541,50,76,1.9420594
542,8,415,4.6275883
543,46,435,3.864189
544,29,379,1.7793351
545,22,344,4.41869
546,25,164,3.0124104
547,48,201,3.2059538
548,15,362,4.446716
549,31,253,2.5898929
550,8,242,2.150239
551,6,179,3.1355538
552,48,336,2.4164789
553,17,405,4.674294
554,40,132,2.7239618
555,19,62,1.5531907
556,7,289,0.5912715
557,4,417,1.7607058
558,48,1,2.1414475
559,4,218,1.0089924
560,37,79,1.839877
561,32,414,1.7238269
562,47,132,4.2665343
563,38,207,0.1490144
564,48,431,0.5695017
565,20,383,2.5779238
566,37,264,1.7325754
567,3,255,4.752736
568,35,375,0.1454489
569,44,347,3.2763555
570,24,410,3.2271278
571,33,416,1.871214
572,1,254,4.7981253
573,13,392,1.666613
574,6,84,3.3249242
575,1,96,2.603146
576,24,137,4.8528175
577,27,185,0.80270326
578,24,257,0.19429158
579,33,360,2.3508737
580,16,275,3.7919962
581,2,370,3.4737508
582,10,61,2.4004927
583,23,32,0.94642127
584,25,156,2.7901247
585,21,435,1.0982808
586,3,126,1.922757
587,13,391,4.244022
588,26,366,3.6820972
589,6,55,2.6291385
590,29,424,2.1521358
591,40,55,2.499118
592,41,428,1.204016
593,30,59,3.7596297
594,7,428,1.1553683
595,34,192,2.3038042
596,49,272,4.4454374
597,30,178,3.4783456
598,18,215,0.5167193
599,41,163,3.312902
600,9,317,2.5791292
601,25,117,1.7294934
602,45,233,4.634563
603,5,10,0.13069515
604,10,196,0.29559973
605,40,89,0.94788754
606,21,436,4.413716
607,10,299,2.791679
608,24,113,4.6807323
609,13,13,3.110869
610,27,369,3.7381456
611,31,432,0.3357031
612,42,25,3.7504869
613,4,9,4.607402
614,27,198,1.5489861
615,24,181,1.3543687
616,45,124,3.230001
617,41,97,3.2944489
618,12,369,2.0548556
619,39,411,4.118918
620,39,168,4.9305944
621,4,4,4.8990226
622,29,414,4.7865148
623,38,103,2.3345351
624,35,270,2.4245703
625,20,167,4.3285265
626,20,178,0.8314491
627,4,360,1.4331952
628,41,131,0.85822654
629,3,216,2.1284225
630,27,295,2.7333415
631,3,410,0.7324501
632,3,61,3.5029116
633,25,326,1.5054083
634,14,420,4.1690307
635,45,191,0.69501567
636,13,348,3.3865058
637,19,75,0.15718447
638,28,237,3.2987883
639,43,40,2.3973322
640,36,362,2.4833448
641,22,346,0.12589806
642,41,386,4.706524
643,1,79,1.6490794
644,3,142,2.3737311
645,18,101,4.6456175
646,22,354,1.6267172
647,5,237,4.388116
648,11,272,2.1416748
649,30,356,1.8311509
650,32,28,3.5701926
651,16,208,3.3673115
652,45,42,1.1260535
653,22,224,2.5299816
654,16,372,3.042771
655,1,118,1.897194
656,26,396,0.3097116
657,17,195,1.3173015
658,37,356,0.60382617
659,18,372,4.4063625
660,17,312,4.6317167
661,16,417,1.87451
662,25,16,4.301335
663,11,120,2.329939
664,25,189,2.4760568
665,15,273,2.0868473
666,46,382,3.851378
667,15,383,1.0882696
668,39,62,1.8887426
669,33,87,0.5181732
670,20,75,2.5146012
671,9,271,2.6172955
672,8,323,3.2590373
673,31,81,2.6993895
674,16,180,0.33886245
675,43,19,3.5248294
676,42,266,3.8369038
677,5,333,0.11870934
678,20,387,2.244392
679,3,80,0.16778572
680,38,119,1.3985549
681,48,43,3.2123122
682,39,260,3.4969957
683,50,435,4.968631
684,21,270,0.4659249
685,30,136,3.1856382
686,12,177,2.0935209
687,7,259,4.511092
688,5,192,2.5254924
689,36,64,0.32292354
690,24,294,3.1617577
691,42,338,3.3388155
692,12,130,3.62047
693,15,420,4.049791
694,14,26,0.950574
695,10,33,0.3281521
696,25,59,0.3579437
697,14,220,4.4962354
698,20,121,4.007984
699,39,118,2.3051333
700,4,382,0.18932465
701,29,376,2.8429916
702,50,99,3.2349315
703,41,396,1.7727035
704,31,429,1.4116408
705,7,69,1.4646465
706,25,212,2.514445
707,47,144,2.276979
708,22,387,1.786352
709,1,96,3.9525843
710,33,90,0.93159926
711,22,141,4.8225684
712,26,322,3.8935685
713,9,106,3.0253556
714,42,252,4.9979177
715,43,263,2.1883302
716,37,376,2.8729866
717,42,205,2.217331
718,1,88,2.0124218
719,17,76,1.7170948
720,21,210,3.9120939
721,32,18,3.547768
722,41,147,2.4259675
723,23,30,4.4386563
724,17,23,0.36371708
725,7,24,2.873629
726,13,92,2.7122576
727,39,77,2.4376276
728,5,46,2.42318
729,13,373,1.2301747
730,21,172,0.69314325
731,37,156,4.509045
732,49,388,3.4298496
733,32,246,2.9095125
734,15,98,2.0670638
735,18,259,3.413116
736,8,214,0.9274079
737,16,175,3.974987
738,32,229,4.919678
739,47,294,0.99038893
740,45,250,0.4204689
741,10,214,4.9614005
742,44,336,4.8714395
743,13,194,3.8236315
744,29,260,3.3166583
745,46,151,0.14596587
746,37,262,1.2430651
747,28,122,0.55280656
748,15,141,2.1366136
749,45,294,0.62456
750,6,377,3.9366462
751,18,164,1.6218762
752,14,131,0.7370578
753,41,56,0.7195371
754,6,361,3.4479575
755,45,67,4.9330816
756,39,311,1.3448749
757,6,302,0.6824281
758,8,321,2.455283
759,33,20,3.663317
760,22,125,2.3819144
761,50,234,0.8767037
762,43,79,3.6335351
763,27,19,1.3558878
764,26,269,2.771836
765,30,165,4.0012465
766,4,391,0.9568973
767,6,9,0.22901508
768,37,128,1.7764536
769,41,290,4.474119
770,5,405,4.081883
771,26,49,4.214164
772,1,311,0.31396842
773,27,414,3.16325
774,47,390,0.22872876
775,46,320,1.5509673
776,34,417,1.9549475
777,22,410,4.414187
778,6,152,3.982513
779,21,127,3.6347513
780,7,8,0.35196403
781,10,326,3.120966
782,30,121,0.3518967
783,3,144,3.1586354
784,49,104,0.7246658
785,17,249,1.3189625
786,43,166,1.0951614
787,8,197,1.4710455
788,21,30,4.376586
789,29,127,4.336934
790,46,396,0.5153905
791,14,328,4.041873
792,8,335,3.508854
793,38,128,4.6576066
794,34,362,2.8625708
795,39,47,0.20310159
796,48,17,1.9460596
797,43,396,4.8297043
798,38,75,2.118598
799,30,336,0.6030978
800,3,378,1.4444382
801,10,320,2.3953507
802,30,384,3.1791546
803,50,424,4.159896
804,48,71,1.326394
805,15,368,0.19559562
806,11,177,3.3757265
807,28,231,1.2040932
808,25,99,2.1768024
809,10,366,4.9152045
810,14,375,0.774554
811,32,152,1.871153
812,48,18,2.042635
813,23,428,4.607954
814,39,239,3.0818489
815,6,211,3.827849
816,30,345,0.48970214
817,8,303,0.75116444
818,44,160,3.4930654
819,13,327,4.9911027
820,46,70,4.7796726
821,39,368,3.6101062
822,1,32,4.8363314
823,13,244,2.5740292
824,43,112,3.250102
825,20,312,2.9254885
826,2,147,4.6718054
827,34,205,2.357064
828,44,130,2.688845
829,22,345,4.2618704
830,17,150,2.2694902
831,49,315,4.774785
832,24,213,3.0253665
833,3,54,0.8230546
834,18,13,4.916211
835,32,26,3.4326499
836,14,116,0.7581519
837,17,57,0.99679303
838,12,108,0.40449446
839,12,158,0.981588
840,7,368,4.1264877
841,4,216,4.4634147
842,25,152,4.2453623
843,21,222,0.5062937
844,46,26,0.5966253
845,2,430,0.47664556
846,22,272,0.4691742
847,45,138,3.3651707
848,7,112,4.4650607
849,31,283,0.4455293
850,18,185,4.272005
851,2,326,4.332061
852,40,235,2.7765508
853,45,318,2.6230226
854,25,335,0.5691588
855,49,240,3.8685513
856,33,142,4.4986362
857,3,332,3.8113317
858,24,373,0.32190326
859,26,349,2.6268456
860,14,195,0.8922879
861,5,276,4.791884
862,7,187,1.1367623
863,40,94,4.1298823
864,43,191,4.0543356
865,26,426,3.6002998
866,34,30,3.7222722
867,10,6,0.74901366
868,26,372,2.7075267
869,31,332,2.3275766
870,40,288,4.215406
871,12,111,0.6020581
872,7,209,0.758117
873,50,55,1.0478841
874,7,190,1.2416536
875,45,255,4.146949
876,26,122,4.662225
877,5,320,3.3136423
878,15,203,2.5147984
879,9,397,2.6395946
880,42,209,3.0044656
881,25,32,0.80904216
882,17,319,4.013051
883,29,54,2.3336272
884,7,396,0.104297794
885,38,255,3.3127933
886,19,146,1.3490168
887,12,171,3.8901877
888,40,171,3.579863
889,31,130,4.4175987
890,28,281,2.8143597
891,14,126,1.6390775
892,18,261,3.2453136
893,39,260,4.4384456
894,8,369,0.72163343
895,26,318,1.490908
896,10,161,0.3237003
897,44,359,3.4411643
898,4,181,3.9716516
899,45,250,0.10756259
900,4,340,1.7224021
901,50,311,2.424887
902,25,423,1.4060687
903,20,396,2.1932104
904,19,258,2.7937443
905,38,330,1.403438
906,38,71,2.9125228
907,21,203,4.304106
908,30,54,0.65757716
909,31,315,3.247882
910,17,377,0.97310394
911,27,104,0.24794872
912,12,212,1.175594
913,12,36,2.6145766
914,23,41,2.675076
915,34,169,4.19866
916,14,84,4.3938923
917,3,403,3.9102209
918,30,324,4.308968
919,45,210,1.1857672
920,10,262,2.3613741
921,33,352,4.103732
922,32,313,1.9911339
923,46,194,1.6919602
924,8,183,1.1476208
925,7,352,0.7524324
926,34,20,0.89194965
927,5,22,4.5207562
928,3,27,1.0831656
929,33,77,1.1306605
930,40,243,3.5385616
931,23,13,0.2855512
932,24,313,1.5194323
933,6,100,1.7988013
934,20,117,0.48584777
935,40,158,3.8229332
936,3,40,4.013093
937,44,230,2.7232106
938,37,331,3.5961843
939,7,188,3.9183574
940,35,332,4.1145844
941,28,394,2.6132603
942,41,235,0.12006946
943,1,29,0.80286384
944,49,26,4.5344973
945,19,260,4.5296693
946,27,123,0.16628031
947,46,193,0.4990968
948,25,118,0.6437818
949,30,199,1.4582984
950,7,157,2.1907766
951,22,267,2.59219
952,24,326,4.544941
953,27,65,1.8473619
954,40,340,0.3202336
955,24,295,2.3841994
956,31,427,1.3834816
957,6,253,2.3133652
958,39,177,2.7206876
959,45,226,4.3278613
960,47,213,3.1547484
961,37,4,3.712304
962,45,86,2.0892553
963,50,43,2.9824233
964,27,190,0.6128861
965,35,195,0.8284204
966,41,226,2.3819025
967,49,380,0.12074232
968,27,242,3.7425601
969,47,176,0.5599611
970,32,56,1.156121
971,47,402,0.37345818
972,18,67,2.5211701
973,43,385,2.4572086
974,21,51,3.7832015
975,32,407,1.233945
976,23,233,3.8425395
977,10,189,0.4648469
978,13,323,3.9130614
979,2,280,1.106054
980,35,365,0.99285656
981,6,353,4.7638206
982,3,232,3.9170263
983,27,359,3.3579302
984,38,187,0.45534518
985,34,234,4.6035986
986,27,410,3.5057378
987,4,261,2.6869705
988,17,140,3.8661923
989,12,89,4.9337783
990,40,190,1.4046072
991,30,95,0.4935223
992,48,195,2.2025263
993,47,189,0.47546312
994,8,356,3.9423752
995,29,158,3.3393312
996,14,101,3.902418
997,45,357,0.42541948
998,16,64,4.4728312
999,30,39,3.274626
1000,10,58,1.4190764
1001,41,355,3.1914728
1002,32,254,1.1335242
1003,19,251,3.8527389
1004,24,138,1.1790686
1005,18,13,0.43691766
1006,8,75,1.5077833
1007,24,15,2.242479
1008,6,154,1.8339764
1009,42,264,2.3752162
1010,6,18,3.7823122
1011,1,402,1.6132104
1012,25,434,1.7413868
1013,25,139,4.934094
1014,40,181,2.4741364
1015,23,208,4.1906075
1016,3,358,4.115713
1017,40,276,0.7669105
1018,50,414,2.1520925
1019,2,133,4.633235
1020,20,312,4.6277013
1021,36,300,1.6872703
1022,29,293,1.8374708
1023,4,60,1.548079
1024,49,390,1.7078402
1025,43,78,0.715533
1026,13,297,2.2402842
1027,33,140,0.19802225
1028,6,241,1.3839749
1029,27,233,1.7996207
1030,9,125,3.7645543
1031,21,222,2.3208597
1032,11,144,1.4689399
1033,17,152,2.214529
1034,45,28,1.6937426
1035,38,336,2.648985
1036,19,404,2.1520457
1037,43,15,4.4293857
1038,48,95,1.8139225
1039,50,185,4.930129
1040,3,396,3.389728
1041,27,280,4.4363413
1042,5,30,1.7128553
1043,37,322,3.5646079
1044,35,230,3.842451
1045,28,158,0.46892035
1046,36,79,3.9864905
1047,24,245,0.32224998
1048,47,387,2.269459
1049,29,353,4.525181
1050,33,157,3.9874504
1051,11,426,4.583942
1052,39,53,1.6137393
1053,15,314,4.9703345
1054,29,359,1.7513415
1055,27,199,2.0885327
1056,25,97,4.676644
1057,49,417,3.196748
1058,27,107,3.915963
1059,40,8,3.721652
1060,7,354,3.5803986
1061,28,403,2.6107008
1062,40,421,3.6653473
1063,23,28,0.43130088
1064,45,370,2.9233634
1065,30,431,0.59040385
1066,48,63,2.3863273
1067,18,356,1.7114528
1068,12,50,4.6537147
1069,42,368,2.008534
1070,18,202,0.9105105
1071,14,54,2.9179468
1072,9,431,4.0081344
1073,37,79,3.1044881
1074,31,112,0.9738981
1075,32,188,4.1802926
1076,50,411,3.5229855
1077,46,379,0.93815243
1078,30,188,1.6923234
1079,28,149,0.39903727
1080,26,184,2.5844252
1081,22,39,0.28719482
1082,3,400,4.9164686
1083,28,55,2.391344
1084,28,271,2.974644
1085,41,185,4.489162
1086,39,277,4.9286404
1087,20,213,4.8944373
1088,3,226,4.449926
1089,48,253,3.050042
1090,18,245,2.3067079
1091,46,75,4.865758
1092,21,190,3.2549064
1093,20,225,3.279074
1094,35,182,0.33376092
1095,16,197,2.1113725
1096,39,370,0.55311704
1097,21,429,0.53504217
1098,42,249,1.2290493
1099,15,153,2.7959135
1100,47,77,0.9815532
1101,5,310,2.7201207
1102,44,278,3.0029383
1103,30,178,3.4492772
1104,25,341,2.0988376
1105,47,349,1.9158292
1106,36,8,1.6845204
1107,43,142,1.3000869
1108,25,229,4.611821
1109,18,425,0.85904163
1110,35,4,2.9771671
1111,1,233,0.86309606
1112,36,178,3.4882724
1113,39,74,2.899531
1114,24,153,4.148207
1115,27,340,2.222241
1116,19,32,4.9685283
1117,26,150,4.3608975
1118,27,181,3.0724354
1119,7,404,1.7293301
1120,14,309,0.96697026
1121,14,409,3.8454232
1122,12,427,0.994473
1123,13,68,4.16136
1124,7,127,2.637841
1125,19,86,4.3316493
1126,41,220,0.89082795
1127,7,199,3.4575632
1128,45,34,0.13179356
1129,4,268,3.711913
1130,3,261,3.2577567
1131,37,396,4.1864157
1132,43,267,2.1942098
1133,42,433,4.240723
1134,38,46,4.2592382
1135,40,66,3.8647537
1136,15,97,4.9362006
1137,25,394,3.607978
1138,34,29,1.3228577
1139,8,226,1.8028891
1140,26,73,2.5281382
1141,25,409,1.5229983
1142,50,423,2.1792417
1143,46,15,0.3729041
1144,24,71,1.5828128
1145,27,319,1.0371399
1146,24,211,0.53964984
1147,30,251,0.10900377
1148,44,354,4.9883738
1149,46,179,2.2400303
1150,9,117,0.32559037
1151,37,426,1.1703707
1152,48,168,3.6915987
1153,3,423,2.7390535
1154,47,307,4.0628347
1155,8,421,1.5738299
1156,44,377,2.3908312
1157,4,126,3.1371527
1158,39,388,2.425015
1159,2,149,4.3542013
1160,47,202,1.444007
1161,35,139,0.20225121
1162,17,77,3.8670847
1163,1,13,3.057498
1164,13,327,0.9223247
1165,38,133,3.0774522
1166,22,56,3.4561417
1167,14,49,3.5110664
1168,37,157,0.21952417
1169,11,201,2.671958
1170,14,436,4.312392
1171,4,173,1.1600125
1172,49,196,0.12224841
